Target;Input01;Input02;Input03;Input04;Input05;Input06;Input07;Input08
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
785,98;10,16;949,63;554,63;51,57;57,35;11,47;52,27;2113,77
